onset	duration	trial_type	accuracy	response_time	A_stim	B_stim
0.0	4.0	1	0	1.156	snerge.wav	gerge.bmp
4.0290000000000035	4.4	4	1	1.602	palve.wav	smove.bmp
8.459000000000003	4.4	6	1	1.558	y.wav	z.bmp
12.889000000000003	4.8	4	1	1.415	blease.wav	seaf.bmp
17.704	4.0	4	0	1.806	plange.wav	jase.bmp
21.733000000000004	4.0	5	1	1.847	blackcross.wav	blackcross.bmp
25.761000000000003	4.0	5	1	2.069	blackcross.wav	blackcross.bmp
29.79	4.4	5	1	2.414	blackcross.wav	blackcross.bmp
34.220000000000006	4.0	1	0	2.161	plipt.wav	bipt.bmp
38.249	4.4	5	1	2.005	blackcross.wav	blackcross.bmp
42.678999999999995	4.8	1	0	1.117	twirt.wav	stirt.bmp
47.495	4.8	4	1	2.641	smow.wav	vomb.bmp
52.309999999999995	4.8	2	1	1.186	twarf.wav	starf.bmp
57.12500000000001	4.0	3	0	1.232	chelm.wav	swealm.bmp
61.153	4.0	1	0	1.069	sterb.wav	cherb.bmp
65.18199999999999	4.4	1	0	2.023	pritz.wav	vitz.bmp
69.612	4.4	2	1	0.871	twear.wav	zear.bmp
74.042	4.0	2	1	1.427	zow.wav	shrow.bmp
78.071	4.0	2	1	1.15	vose.wav	plose.bmp
82.1	4.8	5	1	1.968	blackcross.wav	blackcross.bmp
86.916	4.0	5	1	2.231	blackcross.wav	blackcross.bmp
90.94399999999999	4.4	3	0	1.621	durf.wav	merf.bmp
95.374	4.4	5	1	2.095	blackcross.wav	blackcross.bmp
99.804	4.8	5	1	2.045	blackcross.wav	blackcross.bmp
104.62	4.8	6	1	1.311	w.wav	e.bmp
109.435	4.4	3	0	0.982	shrune.wav	hoon.bmp
113.864	4.4	1	0	1.734	punge.wav	crunge.bmp
118.29400000000001	4.8	5	0	1.743	blackcross.wav	blackcross.bmp
123.11000000000001	4.4	5	1	3.011	blackcross.wav	blackcross.bmp
127.54000000000002	4.0	1	0	1.494	clurl.wav	turl.bmp
131.568	4.0	5	0	n/a	blackcross.wav	blackcross.bmp
135.597	4.0	2	1	2.996	plown.wav	rown.bmp
139.626	4.4	3	0	n/a	kreens.wav	speans.bmp
144.056	4.4	2	1	1.154	snull.wav	chull.bmp
148.48600000000002	4.0	6	0	1.126	t.wav	u.bmp
152.51500000000001	4.8	5	1	2.179	blackcross.wav	blackcross.bmp
157.33100000000002	4.8	5	1	2.56	blackcross.wav	blackcross.bmp
162.14600000000002	4.8	4	1	1.83	shwarp.wav	larm.bmp
166.961	4.0	4	0	n/a	vood.wav	shase.bmp
170.989	4.0	3	0	1.792	dite.wav	vight.bmp
175.018	4.8	1	0	n/a	sprune.wav	yune.bmp
179.84900000000002	4.8	2	1	1.0	twough.wav	drough.bmp
184.66500000000002	4.0	2	1	2.469	nearth.wav	fearth.bmp
188.693	4.4	2	1	1.512	creath.wav	steath.bmp
193.12300000000002	4.0	5	0	n/a	blackcross.wav	blackcross.bmp
197.15200000000002	4.4	1	0	0.161	yoat.wav	zoat.bmp
201.58200000000002	4.4	4	1	0.941	zarp.wav	twarm.bmp
206.012	4.0	6	0	1.014	e.wav	f.bmp
210.041	4.4	2	1	1.248	shrase.wav	flase.bmp
214.471	4.4	5	0	2.362	blackcross.wav	blackcross.bmp
218.901	4.8	6	1	1.061	a.wav	s.bmp
223.71699999999998	5.2	3	0	1.228	yeal.wav	sheel.bmp
228.933	4.8	5	0	2.869	blackcross.wav	blackcross.bmp
233.74900000000002	4.8	1	0	1.158	zite.wav	pite.bmp
238.56400000000002	4.4	1	0	1.801	flirk.wav	slirk.bmp
242.993	4.8	1	0	n/a	plapse.wav	dapse.bmp
247.81	4.8	4	1	2.032	vead.wav	slood.bmp
252.62400000000002	4.4	3	0	1.981	reash.wav	sliche.bmp
257.05400000000003	4.0	5	1	2.953	blackcross.wav	blackcross.bmp
261.083	4.8	6	0	1.249	a.wav	b.bmp
265.898	4.0	6	0	1.869	z.wav	g.bmp
269.927	4.4	6	0	1.129	f.wav	n.bmp
274.357	4.0	4	1	1.695	sharf.wav	twove.bmp
278.385	4.0	6	0	n/a	o.wav	p.bmp
282.414	4.4	4	1	1.356	pread.wav	slear.bmp
286.844	4.0	3	0	n/a	derb.wav	shurb.bmp
290.873	4.0	5	0	2.224	blackcross.wav	blackcross.bmp
294.902	4.8	5	1	2.188	blackcross.wav	blackcross.bmp
299.717	4.8	6	0	2.6	v.wav	m.bmp
304.533	4.0	6	0	n/a	c.wav	d.bmp
308.56100000000004	4.8	1	0	1.49	vuss.wav	duss.bmp
313.377	4.8	2	0	n/a	slange.wav	prange.bmp
318.193	4.8	3	0	1.296	rith.wav	nyth.bmp
323.007	4.0	5	1	2.116	blackcross.wav	blackcross.bmp
327.036	4.8	3	0	n/a	mide.wav	jied.bmp
331.85200000000003	4.0	3	0	1.029	poat.wav	wote.bmp
335.88	4.4	2	1	2.608	shwarm.wav	varm.bmp
340.31	4.8	3	0	1.339	plirk.wav	swerk.bmp
345.125	4.4	5	1	2.271	blackcross.wav	blackcross.bmp
349.555	4.0	3	0	1.267	britz.wav	swits.bmp
353.584	4.8	5	1	1.754	blackcross.wav	blackcross.bmp
358.399	4.4	4	1	1.749	neaf.wav	shrease.bmp
362.829	4.8	1	1	2.082	zurf.wav	hurf.bmp
367.645	4.4	3	0	1.168	mense.wav	shence.bmp
