onset	duration	trial_type	accuracy	response_time	A_stim	B_stim
0.0	4.0	2	0	2.192	slour.bmp	vour.bmp
4.006	4.0	5	1	1.806	blackcross.bmp	blackcross.bmp
8.014000000000003	4.0	6	1	1.615	a.bmp	s.bmp
12.021	4.0	3	1	2.085	reash.bmp	sliche.bmp
16.029000000000003	4.4	5	1	1.794	blackcross.bmp	blackcross.bmp
20.438000000000002	4.4	6	1	1.511	i.bmp	j.bmp
24.847	4.4	1	1	2.178	treens.bmp	smeens.bmp
29.255000000000003	4.4	1	0	2.134	vuss.bmp	duss.bmp
33.664	4.8	6	0	1.262	f.bmp	n.bmp
38.473	4.8	1	1	1.623	zurf.bmp	hurf.bmp
43.283	4.8	5	1	2.116	blackcross.bmp	blackcross.bmp
48.092	4.8	1	1	1.706	crelm.bmp	melm.bmp
52.902	4.0	2	0	1.654	clease.bmp	prease.bmp
56.91	4.0	1	0	1.236	twirt.bmp	stirt.bmp
60.917	4.4	3	0	1.48	slurl.bmp	dirl.bmp
65.326	4.4	4	1	1.475	blease.bmp	seaf.bmp
69.735	4.4	5	1	1.479	blackcross.bmp	blackcross.bmp
74.143	4.8	5	1	1.682	blackcross.bmp	blackcross.bmp
78.953	4.8	4	1	2.163	quarf.bmp	ralve.bmp
83.762	4.8	6	1	1.015	m.bmp	n.bmp
88.572	4.8	1	1	1.759	clurl.bmp	turl.bmp
93.381	4.8	6	1	1.412	r.bmp	s.bmp
98.191	4.0	5	1	1.826	blackcross.bmp	blackcross.bmp
102.19900000000001	4.0	3	0	1.994	brunge.bmp	skonge.bmp
106.20599999999999	4.0	4	1	1.618	strough.bmp	wouth.bmp
110.214	4.4	6	0	1.055	l.bmp	d.bmp
114.62299999999999	4.4	5	1	1.825	blackcross.bmp	blackcross.bmp
119.03200000000001	4.4	5	1	2.433	blackcross.bmp	blackcross.bmp
123.44	4.4	5	1	2.066	blackcross.bmp	blackcross.bmp
127.84899999999999	4.8	5	1	1.925	blackcross.bmp	blackcross.bmp
132.658	4.8	1	0	1.75	crense.bmp	nense.bmp
137.468	4.8	5	1	1.943	blackcross.bmp	blackcross.bmp
142.277	4.0	2	0	1.446	twough.bmp	drough.bmp
146.285	4.0	2	1	2.087	twarf.bmp	starf.bmp
150.293	4.0	5	1	1.764	blackcross.bmp	blackcross.bmp
154.301	4.0	2	0	1.458	meaf.bmp	teaf.bmp
158.309	4.0	6	1	1.273	t.bmp	u.bmp
162.317	4.4	5	1	1.703	blackcross.bmp	blackcross.bmp
166.725	4.4	5	1	2.1	blackcross.bmp	blackcross.bmp
171.13400000000001	4.4	5	1	2.915	blackcross.bmp	blackcross.bmp
175.543	4.4	5	1	1.692	blackcross.bmp	blackcross.bmp
179.951	4.4	5	1	1.798	blackcross.bmp	blackcross.bmp
184.36	4.8	4	1	1.572	vood.bmp	shase.bmp
189.169	4.8	3	1	1.69	glutch.bmp	nuch.bmp
193.979	4.8	4	1	1.175	plange.bmp	jase.bmp
198.788	4.8	5	1	1.852	blackcross.bmp	blackcross.bmp
203.598	4.0	6	1	1.839	c.bmp	u.bmp
207.606	4.4	2	1	2.132	slange.bmp	prange.bmp
212.014	4.0	1	0	1.505	vearn.bmp	glearn.bmp
216.022	4.0	2	0	1.278	zalve.bmp	walve.bmp
220.03	4.0	6	0	1.958	j.bmp	b.bmp
224.038	4.0	4	1	1.53	sharf.bmp	twove.bmp
228.046	4.0	3	0	2.48	chelm.bmp	swealm.bmp
232.05399999999997	4.0	5	1	1.673	blackcross.bmp	blackcross.bmp
236.06099999999998	4.0	5	1	1.751	blackcross.bmp	blackcross.bmp
240.06900000000002	4.4	2	0	2.356	plown.bmp	rown.bmp
244.478	4.4	5	1	2.065	blackcross.bmp	blackcross.bmp
248.887	4.4	5	1	1.939	blackcross.bmp	blackcross.bmp
253.29500000000002	4.4	2	1	2.938	glead.bmp	jead.bmp
257.704	4.4	3	0	1.574	shrune.bmp	hoon.bmp
262.113	4.4	3	0	1.669	pript.bmp	shrypt.bmp
266.521	4.4	6	1	1.11	g.bmp	h.bmp
270.93	4.4	4	1	1.95	splour.bmp	morth.bmp
275.339	4.4	5	1	1.861	blackcross.bmp	blackcross.bmp
279.747	4.4	4	1	1.074	learth.bmp	plost.bmp
284.156	4.8	4	1	1.402	neaf.bmp	shrease.bmp
288.965	4.8	4	1	1.868	scose.bmp	brost.bmp
293.775	4.8	1	1	1.913	plipt.bmp	bipt.bmp
298.584	4.8	6	1	1.177	o.bmp	p.bmp
303.394	4.8	5	1	1.718	blackcross.bmp	blackcross.bmp
308.203	4.8	4	1	1.722	spouth.bmp	zull.bmp
313.013	4.0	4	1	1.444	drose.bmp	crange.bmp
317.02	4.0	1	1	1.971	swault.bmp	lault.bmp
321.028	4.0	3	0	1.213	derb.bmp	shurb.bmp
325.036	4.0	3	0	1.913	nerge.bmp	yurge.bmp
329.044	4.4	3	1	1.773	yeal.bmp	sheel.bmp
333.453	4.4	4	1	1.701	glough.bmp	vown.bmp
337.861	4.4	1	0	1.497	twide.bmp	stide.bmp
342.27	4.4	6	1	1.323	c.bmp	d.bmp
346.679	4.8	1	1	1.571	preash.bmp	sleash.bmp
351.488	4.8	6	1	1.847	k.bmp	t.bmp
356.298	4.8	2	0	1.325	zow.bmp	shrow.bmp
361.107	4.8	4	1	2.57	vead.bmp	slood.bmp
365.916	4.8	5	1	1.752	blackcross.bmp	blackcross.bmp
