onset	duration	trial_type	accuracy	response_time	A_stim	B_stim
0.0	4.8	6	0	1.243	a.bmp	s.bmp
4.82	4.8	3	1	1.165	fall.bmp	crawl.bmp
9.640999999999998	4.4	3	1	0.986	leap.bmp	sweep.bmp
14.060000000000002	4.0	3	1	1.511	tense.bmp	fence.bmp
18.08	4.0	3	1	1.451	soup.bmp	loop.bmp
22.099000000000004	4.4	6	1	1.246	j.bmp	b.bmp
26.532000000000004	4.0	6	0	1.157	h.bmp	p.bmp
30.551000000000002	4.0	4	1	1.714	pool.bmp	tooth.bmp
34.57	4.8	4	1	2.696	both.bmp	stroke.bmp
39.39000000000001	4.0	1	1	1.374	quart.bmp	wart.bmp
43.409	4.8	5	1	1.542	blackcross.bmp	blackcross.bmp
48.23	4.4	6	1	1.22	a.bmp	b.bmp
52.64900000000001	4.4	2	0	1.967	pint.bmp	hint.bmp
57.068999999999996	4.4	3	1	2.491	wheel.bmp	deal.bmp
61.489	4.0	2	0	n/a	smooth.bmp	tooth.bmp
65.50800000000001	4.0	3	0	2.039	stool.bmp	rule.bmp
69.52700000000002	4.0	5	1	1.496	blackcross.bmp	blackcross.bmp
73.54599999999999	4.0	5	1	1.467	blackcross.bmp	blackcross.bmp
77.565	4.4	5	1	1.369	blackcross.bmp	blackcross.bmp
81.98500000000001	4.4	4	1	2.067	flight.bmp	threat.bmp
86.405	4.4	3	0	n/a	bluff.bmp	tough.bmp
90.82400000000001	4.8	6	1	1.486	i.bmp	r.bmp
95.64500000000001	4.8	3	1	2.18	halt.bmp	fault.bmp
100.465	4.4	2	1	1.534	dull.bmp	bull.bmp
104.88399999999999	4.0	1	1	1.903	brow.bmp	cow.bmp
108.904	4.8	1	1	2.524	goat.bmp	float.bmp
113.72399999999999	4.0	1	1	0.855	glide.bmp	bride.bmp
117.743	4.0	5	1	1.113	blackcross.bmp	blackcross.bmp
121.762	4.0	5	1	1.52	blackcross.bmp	blackcross.bmp
125.781	4.0	5	1	1.03	blackcross.bmp	blackcross.bmp
129.79999999999998	4.8	2	0	1.491	plead.bmp	spread.bmp
134.62099999999998	4.4	6	1	2.023	t.bmp	u.bmp
139.04	4.8	3	1	1.229	roast.bmp	ghost.bmp
143.861	4.0	6	0	1.325	y.bmp	z.bmp
147.88	4.8	5	1	1.625	blackcross.bmp	blackcross.bmp
152.7	4.8	3	1	1.858	odd.bmp	rod.bmp
157.51999999999998	4.4	1	1	1.228	spoon.bmp	noon.bmp
161.94	4.8	5	1	1.783	blackcross.bmp	blackcross.bmp
166.76	4.8	5	1	1.386	blackcross.bmp	blackcross.bmp
171.57999999999998	4.8	5	1	1.598	blackcross.bmp	blackcross.bmp
176.40099999999998	4.0	5	1	1.665	blackcross.bmp	blackcross.bmp
180.42	4.8	5	1	1.589	blackcross.bmp	blackcross.bmp
185.23999999999998	4.0	2	0	1.061	breath.bmp	wreath.bmp
189.259	4.4	1	1	1.171	neat.bmp	wheat.bmp
193.679	4.0	2	1	1.743	mouth.bmp	youth.bmp
197.698	4.8	1	1	1.384	toss.bmp	moss.bmp
202.518	4.8	5	1	1.56	blackcross.bmp	blackcross.bmp
207.339	4.4	6	1	0.834	g.bmp	h.bmp
211.75799999999998	4.8	4	0	1.753	rule.bmp	blur.bmp
216.579	4.0	2	0	n/a	tomb.bmp	comb.bmp
220.59799999999998	4.8	6	1	1.317	r.bmp	s.bmp
225.41799999999998	4.0	4	1	0.96	june.bmp	loop.bmp
229.43699999999998	4.4	3	1	1.337	warm.bmp	form.bmp
233.857	4.4	4	0	1.183	rum.bmp	touch.bmp
238.27599999999998	4.0	2	1	2.764	gross.bmp	moss.bmp
242.29600000000002	4.0	4	1	1.733	glow.bmp	stove.bmp
246.31499999999997	4.8	5	1	1.467	blackcross.bmp	blackcross.bmp
251.13500000000002	4.8	4	1	1.19	wheel.bmp	sneak.bmp
255.955	4.0	5	1	1.727	blackcross.bmp	blackcross.bmp
259.97400000000005	4.4	2	1	1.471	cow.bmp	glow.bmp
264.394	4.4	1	1	1.282	pile.bmp	mile.bmp
268.814	4.8	3	0	1.627	cheek.bmp	sneak.bmp
273.634	4.4	4	1	1.118	youth.bmp	hint.bmp
278.05400000000003	4.4	5	1	1.499	blackcross.bmp	blackcross.bmp
282.473	4.0	3	1	1.056	thief.bmp	beef.bmp
286.493	4.4	5	1	1.715	blackcross.bmp	blackcross.bmp
290.91200000000003	4.8	2	0	1.517	swarm.bmp	harm.bmp
295.733	4.0	6	1	1.19	l.bmp	d.bmp
299.752	4.4	2	0	1.522	both.bmp	cloth.bmp
304.17100000000005	4.4	5	1	1.536	blackcross.bmp	blackcross.bmp
308.591	4.8	4	1	1.09	cream.bmp	swarm.bmp
313.411	4.4	2	0	1.555	ford.bmp	word.bmp
317.831	4.4	1	1	1.045	vase.bmp	chase.bmp
322.25100000000003	4.0	6	1	0.983	f.bmp	n.bmp
326.27000000000004	4.8	1	1	1.743	flood.bmp	blood.bmp
331.09000000000003	4.0	3	1	1.308	quart.bmp	port.bmp
335.10900000000004	4.4	5	1	1.464	blackcross.bmp	blackcross.bmp
339.529	4.0	2	1	1.471	swap.bmp	gap.bmp
343.548	4.0	1	1	1.215	frost.bmp	cost.bmp
347.567	4.8	5	1	1.489	blackcross.bmp	blackcross.bmp
352.387	4.4	5	1	1.467	blackcross.bmp	blackcross.bmp
356.807	4.8	1	1	0.885	harm.bmp	farm.bmp
361.627	4.8	2	1	1.968	scratch.bmp	watch.bmp
366.44800000000004	5.2	5	0	n/a	blackcross.bmp	blackcross.bmp
